Region;Country;Sales_Reps;First _Name;Last _Name;Gender;Age;Rank _Levels;Stores;Products;Years;N_Months;Revenue;Months
U.S.A.;Ohio;George C.;George;Campbell;Male;32;D4;Store 3;Smartphones;2020;February;18278.4;202002
U.S.A.;Ohio;George C.;George;Campbell;Male;32;D4;Store 3;Laptops;2020;February;1686.048;202002
U.S.A.;Ohio;George C.;George;Campbell;Male;32;D4;Store 3;Assessories;2020;February;11793.6;202002
U.S.A.;Ohio;George C.;George;Campbell;Male;32;D4;Store 3;Tablets;2020;February;14341.32;202002
U.S.A.;Las Vegas;Emma J.;Emma;Jones;Female;28;D5;Store 5;Smartphones;2020;February;15703.488;202002
U.S.A.;Las Vegas;Emma J.;Emma;Jones;Female;28;D5;Store 5;Laptops;2020;February;10344.384;202002
U.S.A.;Las Vegas;Emma J.;Emma;Jones;Female;28;D5;Store 5;Assessories;2020;February;10377.9;202002
U.S.A.;Las Vegas;Emma J.;Emma;Jones;Female;28;D5;Store 5;Tablets;2020;February;6403.536;202002
U.S.A.;New York;Bryan K.;Bryan;Kingston;Male;27;A1;Store 1;Smartphones;2020;February;72251.4816;202002
U.S.A.;New York;Bryan K.;Bryan;Kingston;Male;27;A1;Store 1;Laptops;2020;February;20544.7104;202002
U.S.A.;New York;Bryan K.;Bryan;Kingston;Male;27;A1;Store 1;Assessories;2020;February;31363.848;202002
U.S.A.;New York;Bryan K.;Bryan;Kingston;Male;27;A1;Store 1;Tablets;2020;February;23596.6608;202002
Asia;Hong Kong;Louis N.;Louis;Ng;Male;44;A1;Store 1;Smartphones;2020;February;131702.688;202002
Asia;Hong Kong;Louis N.;Louis;Ng;Male;44;A1;Store 1;Laptops;2020;February;54352.728;202002
Asia;Hong Kong;Louis N.;Louis;Ng;Male;44;A1;Store 1;Assessories;2020;February;69252.87;202002
Asia;Hong Kong;Louis N.;Louis;Ng;Male;44;A1;Store 1;Tablets;2020;February;89510.472;202002
Asia;Hong Kong;Winnie C.;Winnie;Cheung;Female;35;C3;Store 2;Smartphones;2020;February;27144.96;202002
Asia;Hong Kong;Winnie C.;Winnie;Cheung;Female;35;C3;Store 2;Laptops;2020;February;32580;202002
Asia;Hong Kong;Winnie C.;Winnie;Cheung;Female;35;C3;Store 2;Assessories;2020;February;35527.2;202002
Asia;Hong Kong;Winnie C.;Winnie;Cheung;Female;35;C3;Store 2;Tablets;2020;February;67167.36;202002
Asia;Hong Kong;Edson L.;Edson;Lau;Male;28;D5;Store 5;Smartphones;2020;February;51618.24;202002
Asia;Hong Kong;Edson L.;Edson;Lau;Male;28;D5;Store 5;Laptops;2020;February;8194.752;202002
Asia;Hong Kong;Edson L.;Edson;Lau;Male;28;D5;Store 5;Assessories;2020;February;2071.98;202002
Asia;Hong Kong;Edson L.;Edson;Lau;Male;28;D5;Store 5;Tablets;2020;February;17801.856;202002
Asia;Japan;Toshiro T.;Toshiro;Takuji;Male;36;B2;Store 4;Smartphones;2020;February;63144.99072;202002
Asia;Japan;Toshiro T.;Toshiro;Takuji;Male;36;B2;Store 4;Laptops;2020;February;1059.4584;202002
Asia;Japan;Toshiro T.;Toshiro;Takuji;Male;36;B2;Store 4;Assessories;2020;February;8652.1554;202002
Asia;Japan;Toshiro T.;Toshiro;Takuji;Male;36;B2;Store 4;Tablets;2020;February;25796.27736;202002
Asia;Japan;Yui M.;Yui;Matsuko;Female;32;D4;Store 3;Smartphones;2020;February;16623.936;202002
Asia;Japan;Yui M.;Yui;Matsuko;Female;32;D4;Store 3;Laptops;2020;February;4668.2496;202002
Asia;Japan;Yui M.;Yui;Matsuko;Female;32;D4;Store 3;Assessories;2020;February;13410.6336;202002
Asia;Japan;Yui M.;Yui;Matsuko;Female;32;D4;Store 3;Tablets;2020;February;8803.7712;202002
Asia;Singapore;Andrew T.;Andrew;Tan;Male;45;A1;Store 1;Smartphones;2020;February;178922.112;202002
Asia;Singapore;Andrew T.;Andrew;Tan;Male;45;A1;Store 1;Laptops;2020;February;28510.944;202002
Asia;Singapore;Andrew T.;Andrew;Tan;Male;45;A1;Store 1;Assessories;2020;February;86341.41;202002
Asia;Singapore;Andrew T.;Andrew;Tan;Male;45;A1;Store 1;Tablets;2020;February;54242.064;202002
Asia;Singapore;Jason W.;Jason;Wong;Male;38;B2;Store 4;Smartphones;2020;February;110027.6352;202002
Asia;Singapore;Jason W.;Jason;Wong;Male;38;B2;Store 4;Laptops;2020;February;29412.6336;202002
Asia;Singapore;Jason W.;Jason;Wong;Male;38;B2;Store 4;Assessories;2020;February;11489.688;202002
Asia;Singapore;Jason W.;Jason;Wong;Male;38;B2;Store 4;Tablets;2020;February;27892.7712;202002
Asia;Singapore;Michelle L.;Michelle;Lim;Female;29;D5;Store 5;Smartphones;2020;February;5928.192;202002
Asia;Singapore;Michelle L.;Michelle;Lim;Female;29;D5;Store 5;Laptops;2020;February;3673.152;202002
Asia;Singapore;Michelle L.;Michelle;Lim;Female;29;D5;Store 5;Assessories;2020;February;17640.9;202002
Asia;Singapore;Michelle L.;Michelle;Lim;Female;29;D5;Store 5;Tablets;2020;February;15470.784;202002
Asia;Taiwan;Dennis C.;Dennis;Cheng;Male;35;B2;Store 4;Smartphones;2020;February;198413.1072;202002
Asia;Taiwan;Dennis C.;Dennis;Cheng;Male;35;B2;Store 4;Laptops;2020;February;6696.3456;202002
Asia;Taiwan;Dennis C.;Dennis;Cheng;Male;35;B2;Store 4;Assessories;2020;February;43451.1;202002
Asia;Taiwan;Dennis C.;Dennis;Cheng;Male;35;B2;Store 4;Tablets;2020;February;44405.6256;202002
Asia;Taiwan;Aaron C.;Aaron;Cheng;Male;32;D4;Store 3;Smartphones;2020;February;26102.7648;202002
Asia;Taiwan;Aaron C.;Aaron;Cheng;Male;32;D4;Store 3;Laptops;2020;February;9320.976;202002
Asia;Taiwan;Aaron C.;Aaron;Cheng;Male;32;D4;Store 3;Assessories;2020;February;10720.71;202002
Asia;Taiwan;Aaron C.;Aaron;Cheng;Male;32;D4;Store 3;Tablets;2020;February;3273.1776;202002
U.K.;England;Jansen B.;Jansen;Brown;Male;46;A1;Store 1;Smartphones;2020;February;167237.664;202002
U.K.;England;Jansen B.;Jansen;Brown;Male;46;A1;Store 1;Laptops;2020;February;44408.976;202002
U.K.;England;Jansen B.;Jansen;Brown;Male;46;A1;Store 1;Assessories;2020;February;7239.27;202002
U.K.;England;Jansen B.;Jansen;Brown;Male;46;A1;Store 1;Tablets;2020;February;70322.796;202002
U.K.;England;Claire P.;Claire;Pullman;Female;38;B2;Store 4;Smartphones;2020;February;59287.3344;202002
U.K.;England;Claire P.;Claire;Pullman;Female;38;B2;Store 4;Laptops;2020;February;5847.2064;202002
U.K.;England;Claire P.;Claire;Pullman;Female;38;B2;Store 4;Assessories;2020;February;33734.232;202002
U.K.;England;Claire P.;Claire;Pullman;Female;38;B2;Store 4;Tablets;2020;February;89259.408;202002
U.K.;England;Simon W.;Simon;Walsh;Male;25;D5;Store 5;Smartphones;2020;February;53575.488;202002
U.K.;England;Simon W.;Simon;Walsh;Male;25;D5;Store 5;Laptops;2020;February;3047.616;202002
U.K.;England;Simon W.;Simon;Walsh;Male;25;D5;Store 5;Assessories;2020;February;5308.74;202002
U.K.;England;Simon W.;Simon;Walsh;Male;25;D5;Store 5;Tablets;2020;February;12308.76;202002
U.K.;Wales;Trevor P.;Trevor;Parr;Male;32;D4;Store 3;Smartphones;2020;February;7851.648;202002
U.K.;Wales;Trevor P.;Trevor;Parr;Male;32;D4;Store 3;Laptops;2020;February;29594.208;202002
U.K.;Wales;Trevor P.;Trevor;Parr;Male;32;D4;Store 3;Assessories;2020;February;21532.98;202002
U.K.;Wales;Trevor P.;Trevor;Parr;Male;32;D4;Store 3;Tablets;2020;February;21402.864;202002
U.S.A.;Ohio;George C.;George;Campbell;Male;32;D4;Store 3;Smartphones;2020;February;114894.528;202002
U.S.A.;Ohio;George C.;George;Campbell;Male;32;D4;Store 3;Laptops;2020;February;29969.184;202002
U.S.A.;Ohio;George C.;George;Campbell;Male;32;D4;Store 3;Assessories;2020;February;26605.32;202002
U.S.A.;Ohio;George C.;George;Campbell;Male;32;D4;Store 3;Tablets;2020;February;5178.096;202002
U.S.A.;Las Vegas;Emma J.;Emma;Jones;Female;28;D5;Store 5;Smartphones;2020;February;40492.8;202002
U.S.A.;Las Vegas;Emma J.;Emma;Jones;Female;28;D5;Store 5;Laptops;2020;February;1901.664;202002
U.S.A.;Las Vegas;Emma J.;Emma;Jones;Female;28;D5;Store 5;Assessories;2020;February;16434.18;202002
U.S.A.;Las Vegas;Emma J.;Emma;Jones;Female;28;D5;Store 5;Tablets;2020;February;1906.2;202002
U.S.A.;New York;Bryan K.;Bryan;Kingston;Male;27;A1;Store 1;Smartphones;2020;February;48536.7552;202002
U.S.A.;New York;Bryan K.;Bryan;Kingston;Male;27;A1;Store 1;Laptops;2020;February;18737.8272;202002
U.S.A.;New York;Bryan K.;Bryan;Kingston;Male;27;A1;Store 1;Assessories;2020;February;27426.6;202002
U.S.A.;New York;Bryan K.;Bryan;Kingston;Male;27;A1;Store 1;Tablets;2020;February;3511.6416;202002
Asia;Hong Kong;Louis N.;Louis;Ng;Male;44;A1;Store 1;Smartphones;2020;March;229100.928;202003
Asia;Hong Kong;Louis N.;Louis;Ng;Male;44;A1;Store 1;Laptops;2020;March;18217.626;202003
Asia;Hong Kong;Louis N.;Louis;Ng;Male;44;A1;Store 1;Assessories;2020;March;49137.92625;202003
Asia;Hong Kong;Louis N.;Louis;Ng;Male;44;A1;Store 1;Tablets;2020;March;76532.1165;202003
Asia;Hong Kong;Winnie C.;Winnie;Cheung;Female;35;C3;Store 2;Smartphones;2020;March;161096.88;202003
Asia;Hong Kong;Winnie C.;Winnie;Cheung;Female;35;C3;Store 2;Laptops;2020;March;5300.4;202003
Asia;Hong Kong;Winnie C.;Winnie;Cheung;Female;35;C3;Store 2;Assessories;2020;March;37141.65;202003
Asia;Hong Kong;Winnie C.;Winnie;Cheung;Female;35;C3;Store 2;Tablets;2020;March;43604.82;202003
Asia;Hong Kong;Edson L.;Edson;Lau;Male;28;D5;Store 5;Smartphones;2020;March;11019.96;202003
Asia;Hong Kong;Edson L.;Edson;Lau;Male;28;D5;Store 5;Laptops;2020;March;6516.72;202003
Asia;Hong Kong;Edson L.;Edson;Lau;Male;28;D5;Store 5;Assessories;2020;March;15692.1975;202003
Asia;Hong Kong;Edson L.;Edson;Lau;Male;28;D5;Store 5;Tablets;2020;March;3261.762;202003
Asia;Japan;Toshiro T.;Toshiro;Takuji;Male;36;B2;Store 4;Smartphones;2020;March;34439.8068;202003
Asia;Japan;Toshiro T.;Toshiro;Takuji;Male;36;B2;Store 4;Laptops;2020;March;10570.5054;202003
Asia;Japan;Toshiro T.;Toshiro;Takuji;Male;36;B2;Store 4;Assessories;2020;March;2072.6118;202003
Asia;Japan;Toshiro T.;Toshiro;Takuji;Male;36;B2;Store 4;Tablets;2020;March;12623.48388;202003
Asia;Japan;Yui M.;Yui;Matsuko;Female;32;D4;Store 3;Smartphones;2020;March;6701.50656;202003
Asia;Japan;Yui M.;Yui;Matsuko;Female;32;D4;Store 3;Laptops;2020;March;4240.17972;202003
Asia;Japan;Yui M.;Yui;Matsuko;Female;32;D4;Store 3;Assessories;2020;March;2031.8634;202003
Asia;Japan;Yui M.;Yui;Matsuko;Female;32;D4;Store 3;Tablets;2020;March;12147.09804;202003
Asia;Singapore;Andrew T.;Andrew;Tan;Male;45;A1;Store 1;Smartphones;2020;March;152154.996;202003
Asia;Singapore;Andrew T.;Andrew;Tan;Male;45;A1;Store 1;Laptops;2020;March;29041.992;202003
Asia;Singapore;Andrew T.;Andrew;Tan;Male;45;A1;Store 1;Assessories;2020;March;60463.80375;202003
Asia;Singapore;Andrew T.;Andrew;Tan;Male;45;A1;Store 1;Tablets;2020;March;59724.63;202003
Asia;Singapore;Jason W.;Jason;Wong;Male;38;B2;Store 4;Smartphones;2020;March;77707.728;202003
Asia;Singapore;Jason W.;Jason;Wong;Male;38;B2;Store 4;Laptops;2020;March;52646.9328;202003
Asia;Singapore;Jason W.;Jason;Wong;Male;38;B2;Store 4;Assessories;2020;March;62589.1455;202003
Asia;Singapore;Jason W.;Jason;Wong;Male;38;B2;Store 4;Tablets;2020;March;13140.5652;202003
Asia;Singapore;Michelle L.;Michelle;Lim;Female;29;D5;Store 5;Smartphones;2020;March;28528.416;202003
Asia;Singapore;Michelle L.;Michelle;Lim;Female;29;D5;Store 5;Laptops;2020;March;6163.038;202003
Asia;Singapore;Michelle L.;Michelle;Lim;Female;29;D5;Store 5;Assessories;2020;March;9854.145;202003
Asia;Singapore;Michelle L.;Michelle;Lim;Female;29;D5;Store 5;Tablets;2020;March;9772.434;202003
Asia;Taiwan;Dennis C.;Dennis;Cheng;Male;35;B2;Store 4;Smartphones;2020;March;194413.2624;202003
Asia;Taiwan;Dennis C.;Dennis;Cheng;Male;35;B2;Store 4;Laptops;2020;March;9967.482;202003
Asia;Taiwan;Dennis C.;Dennis;Cheng;Male;35;B2;Store 4;Assessories;2020;March;39495.519;202003
Asia;Taiwan;Dennis C.;Dennis;Cheng;Male;35;B2;Store 4;Tablets;2020;March;75636.4392;202003
Asia;Taiwan;Aaron C.;Aaron;Cheng;Male;32;D4;Store 3;Smartphones;2020;March;6117.552;202003
Asia;Taiwan;Aaron C.;Aaron;Cheng;Male;32;D4;Store 3;Laptops;2020;March;6175.4994;202003
Asia;Taiwan;Aaron C.;Aaron;Cheng;Male;32;D4;Store 3;Assessories;2020;March;6342.2415;202003
Asia;Taiwan;Aaron C.;Aaron;Cheng;Male;32;D4;Store 3;Tablets;2020;March;3704.1354;202003
U.K.;England;Jansen B.;Jansen;Brown;Male;46;A1;Store 1;Smartphones;2020;March;208022.22;202003
U.K.;England;Jansen B.;Jansen;Brown;Male;46;A1;Store 1;Laptops;2020;March;20730.36;202003
U.K.;England;Jansen B.;Jansen;Brown;Male;46;A1;Store 1;Assessories;2020;March;39205.8975;202003
U.K.;England;Jansen B.;Jansen;Brown;Male;46;A1;Store 1;Tablets;2020;March;46132.6635;202003
U.K.;England;Claire P.;Claire;Pullman;Female;38;B2;Store 4;Smartphones;2020;March;16244.3232;202003
U.K.;England;Claire P.;Claire;Pullman;Female;38;B2;Store 4;Laptops;2020;March;7565.4432;202003
U.K.;England;Claire P.;Claire;Pullman;Female;38;B2;Store 4;Assessories;2020;March;14764.0185;202003
U.K.;England;Claire P.;Claire;Pullman;Female;38;B2;Store 4;Tablets;2020;March;32153.6628;202003
U.K.;England;Simon W.;Simon;Walsh;Male;25;D5;Store 5;Smartphones;2020;March;26352.648;202003
U.K.;England;Simon W.;Simon;Walsh;Male;25;D5;Store 5;Laptops;2020;March;6994.764;202003
U.K.;England;Simon W.;Simon;Walsh;Male;25;D5;Store 5;Assessories;2020;March;10148.5125;202003
U.K.;England;Simon W.;Simon;Walsh;Male;25;D5;Store 5;Tablets;2020;March;10829.133;202003
U.K.;Wales;Trevor P.;Trevor;Parr;Male;32;D4;Store 3;Smartphones;2020;March;103308.072;202003
U.K.;Wales;Trevor P.;Trevor;Parr;Male;32;D4;Store 3;Laptops;2020;March;27218.226;202003
U.K.;Wales;Trevor P.;Trevor;Parr;Male;32;D4;Store 3;Assessories;2020;March;10496.1675;202003
U.K.;Wales;Trevor P.;Trevor;Parr;Male;32;D4;Store 3;Tablets;2020;March;7871.85;202003
U.S.A.;Ohio;George C.;George;Campbell;Male;32;D4;Store 3;Smartphones;2020;March;18327.96;202003
U.S.A.;Ohio;George C.;George;Campbell;Male;32;D4;Store 3;Laptops;2020;March;9547.65;202003
U.S.A.;Ohio;George C.;George;Campbell;Male;32;D4;Store 3;Assessories;2020;March;9706.41;202003
U.S.A.;Ohio;George C.;George;Campbell;Male;32;D4;Store 3;Tablets;2020;March;24386.418;202003
U.S.A.;Las Vegas;Emma J.;Emma;Jones;Female;28;D5;Store 5;Smartphones;2020;March;27040.104;202003
U.S.A.;Las Vegas;Emma J.;Emma;Jones;Female;28;D5;Store 5;Laptops;2020;March;8880.858;202003
U.S.A.;Las Vegas;Emma J.;Emma;Jones;Female;28;D5;Store 5;Assessories;2020;March;3019.4325;202003
U.S.A.;Las Vegas;Emma J.;Emma;Jones;Female;28;D5;Store 5;Tablets;2020;March;5403.51;202003
U.S.A.;New York;Bryan K.;Bryan;Kingston;Male;27;A1;Store 1;Smartphones;2020;March;18891.5328;202003
U.S.A.;New York;Bryan K.;Bryan;Kingston;Male;27;A1;Store 1;Laptops;2020;March;2541.0672;202003
U.S.A.;New York;Bryan K.;Bryan;Kingston;Male;27;A1;Store 1;Assessories;2020;March;16262.9775;202003
U.S.A.;New York;Bryan K.;Bryan;Kingston;Male;27;A1;Store 1;Tablets;2020;March;32734.7244;202003
Asia;Hong Kong;Louis N.;Louis;Ng;Male;44;A1;Store 1;Smartphones;2020;March;218075.592;202003
Asia;Hong Kong;Louis N.;Louis;Ng;Male;44;A1;Store 1;Laptops;2020;March;15062.397;202003
Asia;Hong Kong;Louis N.;Louis;Ng;Male;44;A1;Store 1;Assessories;2020;March;32031.8775;202003
Asia;Hong Kong;Louis N.;Louis;Ng;Male;44;A1;Store 1;Tablets;2020;March;67822.8075;202003
Asia;Hong Kong;Winnie C.;Winnie;Cheung;Female;35;C3;Store 2;Smartphones;2020;March;154208.88;202003
Asia;Hong Kong;Winnie C.;Winnie;Cheung;Female;35;C3;Store 2;Laptops;2020;March;3695.16;202003
Asia;Hong Kong;Winnie C.;Winnie;Cheung;Female;35;C3;Store 2;Assessories;2020;March;13191.675;202003
Asia;Hong Kong;Winnie C.;Winnie;Cheung;Female;35;C3;Store 2;Tablets;2020;March;18485.46;202003
Asia;Hong Kong;Edson L.;Edson;Lau;Male;28;D5;Store 5;Smartphones;2020;March;49690.872;202003
Asia;Hong Kong;Edson L.;Edson;Lau;Male;28;D5;Store 5;Laptops;2020;March;7918.47;202003
Asia;Hong Kong;Edson L.;Edson;Lau;Male;28;D5;Store 5;Assessories;2020;March;6633.585;202003
Asia;Hong Kong;Edson L.;Edson;Lau;Male;28;D5;Store 5;Tablets;2020;March;5631.444;202003
Asia;Japan;Toshiro T.;Toshiro;Takuji;Male;36;B2;Store 4;Smartphones;2020;March;12793.51584;202003
Asia;Japan;Toshiro T.;Toshiro;Takuji;Male;36;B2;Store 4;Laptops;2020;March;12986.7003;202003
Asia;Japan;Toshiro T.;Toshiro;Takuji;Male;36;B2;Store 4;Assessories;2020;March;16182.20835;202003
Asia;Japan;Toshiro T.;Toshiro;Takuji;Male;36;B2;Store 4;Tablets;2020;March;19227.50298;202003
Asia;Japan;Yui M.;Yui;Matsuko;Female;32;D4;Store 3;Smartphones;2020;March;37850.07744;202003
Asia;Japan;Yui M.;Yui;Matsuko;Female;32;D4;Store 3;Laptops;2020;March;2409.34176;202003
Asia;Japan;Yui M.;Yui;Matsuko;Female;32;D4;Store 3;Assessories;2020;March;11432.0871;202003
Asia;Japan;Yui M.;Yui;Matsuko;Female;32;D4;Store 3;Tablets;2020;March;12763.69542;202003
Asia;Singapore;Andrew T.;Andrew;Tan;Male;45;A1;Store 1;Smartphones;2020;March;142998.072;202003
Asia;Singapore;Andrew T.;Andrew;Tan;Male;45;A1;Store 1;Laptops;2020;March;6324.465;202003
Asia;Singapore;Andrew T.;Andrew;Tan;Male;45;A1;Store 1;Assessories;2020;March;74861.325;202003
Asia;Singapore;Andrew T.;Andrew;Tan;Male;45;A1;Store 1;Tablets;2020;March;27156.528;202003
Asia;Singapore;Jason W.;Jason;Wong;Male;38;B2;Store 4;Smartphones;2020;March;194205.816;202003
Asia;Singapore;Jason W.;Jason;Wong;Male;38;B2;Store 4;Laptops;2020;March;37718.73;202003
Asia;Singapore;Jason W.;Jason;Wong;Male;38;B2;Store 4;Assessories;2020;March;40031.334;202003
Asia;Singapore;Jason W.;Jason;Wong;Male;38;B2;Store 4;Tablets;2020;March;42718.347;202003
Asia;Singapore;Michelle L.;Michelle;Lim;Female;29;D5;Store 5;Smartphones;2020;March;23048.424;202003
Asia;Singapore;Michelle L.;Michelle;Lim;Female;29;D5;Store 5;Laptops;2020;March;10820.754;202003
Asia;Singapore;Michelle L.;Michelle;Lim;Female;29;D5;Store 5;Assessories;2020;March;9534.105;202003
Asia;Singapore;Michelle L.;Michelle;Lim;Female;29;D5;Store 5;Tablets;2020;March;14120.946;202003
Asia;Taiwan;Dennis C.;Dennis;Cheng;Male;35;B2;Store 4;Smartphones;2020;March;118333.3536;202003
Asia;Taiwan;Dennis C.;Dennis;Cheng;Male;35;B2;Store 4;Laptops;2020;March;12912.48;202003
Asia;Taiwan;Dennis C.;Dennis;Cheng;Male;35;B2;Store 4;Assessories;2020;March;65412.4275;202003
Asia;Taiwan;Dennis C.;Dennis;Cheng;Male;35;B2;Store 4;Tablets;2020;March;28644.273;202003
Asia;Taiwan;Aaron C.;Aaron;Cheng;Male;32;D4;Store 3;Smartphones;2020;March;21819.2688;202003
Asia;Taiwan;Aaron C.;Aaron;Cheng;Male;32;D4;Store 3;Laptops;2020;March;660.8826;202003
Asia;Taiwan;Aaron C.;Aaron;Cheng;Male;32;D4;Store 3;Assessories;2020;March;10323.69975;202003
Asia;Taiwan;Aaron C.;Aaron;Cheng;Male;32;D4;Store 3;Tablets;2020;March;7686.7623;202003
U.K.;England;Jansen B.;Jansen;Brown;Male;46;A1;Store 1;Smartphones;2020;March;205732.38;202003
U.K.;England;Jansen B.;Jansen;Brown;Male;46;A1;Store 1;Laptops;2020;March;6692.91;202003
U.K.;England;Jansen B.;Jansen;Brown;Male;46;A1;Store 1;Assessories;2020;March;16676.70375;202003
U.K.;England;Jansen B.;Jansen;Brown;Male;46;A1;Store 1;Tablets;2020;March;83428.128;202003
U.K.;England;Claire P.;Claire;Pullman;Female;38;B2;Store 4;Smartphones;2020;March;159098.688;202003
U.K.;England;Claire P.;Claire;Pullman;Female;38;B2;Store 4;Laptops;2020;March;37807.1064;202003
U.K.;England;Claire P.;Claire;Pullman;Female;38;B2;Store 4;Assessories;2020;March;22839.6105;202003
U.K.;England;Claire P.;Claire;Pullman;Female;38;B2;Store 4;Tablets;2020;March;67449.186;202003
U.K.;England;Simon W.;Simon;Walsh;Male;25;D5;Store 5;Smartphones;2020;March;23508.072;202003
U.K.;England;Simon W.;Simon;Walsh;Male;25;D5;Store 5;Laptops;2020;March;7732.242;202003
U.K.;England;Simon W.;Simon;Walsh;Male;25;D5;Store 5;Assessories;2020;March;14426.37;202003
U.K.;England;Simon W.;Simon;Walsh;Male;25;D5;Store 5;Tablets;2020;March;10031.364;202003
U.K.;Wales;Trevor P.;Trevor;Parr;Male;32;D4;Store 3;Smartphones;2020;March;108548.328;202003
U.K.;Wales;Trevor P.;Trevor;Parr;Male;32;D4;Store 3;Laptops;2020;March;20989.542;202003
U.K.;Wales;Trevor P.;Trevor;Parr;Male;32;D4;Store 3;Assessories;2020;March;30163.2975;202003
U.K.;Wales;Trevor P.;Trevor;Parr;Male;32;D4;Store 3;Tablets;2020;March;17981.334;202003
U.S.A.;Ohio;George C.;George;Campbell;Male;32;D4;Store 3;Smartphones;2020;March;29255.352;202003
U.S.A.;Ohio;George C.;George;Campbell;Male;32;D4;Store 3;Laptops;2020;March;24454.332;202003
U.S.A.;Ohio;George C.;George;Campbell;Male;32;D4;Store 3;Assessories;2020;March;30947.5425;202003
U.S.A.;Ohio;George C.;George;Campbell;Male;32;D4;Store 3;Tablets;2020;March;4817.043;202003
U.S.A.;Las Vegas;Emma J.;Emma;Jones;Female;28;D5;Store 5;Smartphones;2020;March;32563.944;202003
U.S.A.;Las Vegas;Emma J.;Emma;Jones;Female;28;D5;Store 5;Laptops;2020;March;9822.834;202003
U.S.A.;Las Vegas;Emma J.;Emma;Jones;Female;28;D5;Store 5;Assessories;2020;March;2671.83;202003
U.S.A.;Las Vegas;Emma J.;Emma;Jones;Female;28;D5;Store 5;Tablets;2020;March;17601.57;202003
U.S.A.;New York;Bryan K.;Bryan;Kingston;Male;27;A1;Store 1;Smartphones;2020;March;55740.1824;202003
U.S.A.;New York;Bryan K.;Bryan;Kingston;Male;27;A1;Store 1;Laptops;2020;March;6560.19;202003
U.S.A.;New York;Bryan K.;Bryan;Kingston;Male;27;A1;Store 1;Assessories;2020;March;12401.7075;202003
U.S.A.;New York;Bryan K.;Bryan;Kingston;Male;27;A1;Store 1;Tablets;2020;March;25282.3032;202003
Asia;Hong Kong;Louis N.;Louis;Ng;Male;44;A1;Store 1;Smartphones;2020;April;127566.592;202004
Asia;Hong Kong;Louis N.;Louis;Ng;Male;44;A1;Store 1;Laptops;2020;April;7775.712;202004
Asia;Hong Kong;Louis N.;Louis;Ng;Male;44;A1;Store 1;Assessories;2020;April;24732.94;202004
Asia;Hong Kong;Louis N.;Louis;Ng;Male;44;A1;Store 1;Tablets;2020;April;6224.328;202004
Asia;Hong Kong;Winnie C.;Winnie;Cheung;Female;35;C3;Store 2;Smartphones;2020;April;123134.72;202004
Asia;Hong Kong;Winnie C.;Winnie;Cheung;Female;35;C3;Store 2;Laptops;2020;April;27775.36;202004
Asia;Hong Kong;Winnie C.;Winnie;Cheung;Female;35;C3;Store 2;Assessories;2020;April;33958.4;202004
Asia;Hong Kong;Winnie C.;Winnie;Cheung;Female;35;C3;Store 2;Tablets;2020;April;11089.92;202004
Asia;Hong Kong;Edson L.;Edson;Lau;Male;28;D5;Store 5;Smartphones;2020;April;2805.504;202004
Asia;Hong Kong;Edson L.;Edson;Lau;Male;28;D5;Store 5;Laptops;2020;April;2904;202004
Asia;Hong Kong;Edson L.;Edson;Lau;Male;28;D5;Store 5;Assessories;2020;April;10719.12;202004
Asia;Hong Kong;Edson L.;Edson;Lau;Male;28;D5;Store 5;Tablets;2020;April;5136.192;202004
Asia;Japan;Toshiro T.;Toshiro;Takuji;Male;36;B2;Store 4;Smartphones;2020;April;40190.976;202004
Asia;Japan;Toshiro T.;Toshiro;Takuji;Male;36;B2;Store 4;Laptops;2020;April;7221.53376;202004
Asia;Japan;Toshiro T.;Toshiro;Takuji;Male;36;B2;Store 4;Assessories;2020;April;4017.3336;202004
Asia;Japan;Toshiro T.;Toshiro;Takuji;Male;36;B2;Store 4;Tablets;2020;April;5749.86384;202004
Asia;Japan;Yui M.;Yui;Matsuko;Female;32;D4;Store 3;Smartphones;2020;April;2708.75136;202004
Asia;Japan;Yui M.;Yui;Matsuko;Female;32;D4;Store 3;Laptops;2020;April;4118.06976;202004
Asia;Japan;Yui M.;Yui;Matsuko;Female;32;D4;Store 3;Assessories;2020;April;4485.1464;202004
Asia;Japan;Yui M.;Yui;Matsuko;Female;32;D4;Store 3;Tablets;2020;April;9349.9056;202004
Asia;Singapore;Andrew T.;Andrew;Tan;Male;45;A1;Store 1;Smartphones;2020;April;161162.048;202004
Asia;Singapore;Andrew T.;Andrew;Tan;Male;45;A1;Store 1;Laptops;2020;April;15054.016;202004
Asia;Singapore;Andrew T.;Andrew;Tan;Male;45;A1;Store 1;Assessories;2020;April;45936;202004
Asia;Singapore;Andrew T.;Andrew;Tan;Male;45;A1;Store 1;Tablets;2020;April;64528.248;202004
Asia;Singapore;Jason W.;Jason;Wong;Male;38;B2;Store 4;Smartphones;2020;April;71282.5344;202004
Asia;Singapore;Jason W.;Jason;Wong;Male;38;B2;Store 4;Laptops;2020;April;14444.2368;202004
Asia;Singapore;Jason W.;Jason;Wong;Male;38;B2;Store 4;Assessories;2020;April;23656.248;202004
Asia;Singapore;Jason W.;Jason;Wong;Male;38;B2;Store 4;Tablets;2020;April;21062.7648;202004
Asia;Singapore;Michelle L.;Michelle;Lim;Female;29;D5;Store 5;Smartphones;2020;April;15718.272;202004
